uid,text
Fpg5dgFQofk_w,each
FQMfuZZB4VI_d,a feeling of sadness and being sorry for something you have done
FQMfuZZB4VI_e1,He felt no remorse for the murders he had committed.
FQMfuZZB4VI_e2,"After the argument, she was filled with remorse. "
FQMfuZZB4VI_e3,He felt some remorse at his behaviour.
FQMfuZZB4VI_e4,He was filled with remorse for having refused to visit his dying father.
FQMfuZZB4VI_w,remorse
FRLkJ9K3sVQ_d,to force someone to do something
FRLkJ9K3sVQ_e1,"When I see them eating, I feel impelled to eat, too."
FRLkJ9K3sVQ_e2,I wonder what it is that impels him to exercise all the time.
FRLkJ9K3sVQ_e3,Everyone wanted to know what would impel the minister to kill his five children.
FRLkJ9K3sVQ_e4,They impel him to write the letter
FRLkJ9K3sVQ_w,impel
FRs6fgJZjt4_d,"to notice or understand the difference between two things, or to make one person or thing seem different from another"
FRs6fgJZjt4_e1,He's colour-blind and can't distinguish (the difference) between red and green easily.
FRs6fgJZjt4_e2,I sometimes have difficulty distinguishing Spanish from Portuguese.
FRs6fgJZjt4_e3,It can be difficult to distinguish between poisonous and edible mushrooms.
FRs6fgJZjt4_e4,They look so similar it's often difficult to distinguish one from the other.
FRs6fgJZjt4_w,distinguish
fsV1Qztx9wE_d,"to increase in size, number, or importance, or to make something increase in this way."
fsV1Qztx9wE_e1,The air in the balloon expands when heated.
fsV1Qztx9wE_e2,In their efforts to reduce crime the government expanded the police force
fsV1Qztx9wE_e3,We have to expand the size of the image.
fsV1Qztx9wE_e4,That market has been rapidly expanding.
fsV1Qztx9wE_w,expand
FvCq7gTlVpI_d,"to feel sad or complain about something, especially a bad situation"
FvCq7gTlVpI_e1,"She was alone and unloved, but she did not repine."
FvCq7gTlVpI_e2,The soldiers repine for their families when they are stationed overseas.
FvCq7gTlVpI_e3,It does no good for you to repine at your unhappy lot.
FvCq7gTlVpI_e4,The little girl began to cry when she started to repine for her family during her first sleepover.
FvCq7gTlVpI_w,repine
Fwfx0nVgcFk_d,to fall down suddenly because of pressure or having no strength or support
Fwfx0nVgcFk_e1,Thousands of buildings collapsed in the earthquake.
Fwfx0nVgcFk_e2,He thought his whole world had collapsed when his wife died.
Fwfx0nVgcFk_e3,The roof collapsed under a heavy load of snow
Fwfx0nVgcFk_w,collapse
fXbEW56zHiA_d,annoyed or unhappy
fXbEW56zHiA_e1,I am very unhappy and displeased with what I have read.
fXbEW56zHiA_e2,He says you weren't entirely displeased at the news.
fXbEW56zHiA_e3,They are very displeased with me.
fXbEW56zHiA_e4,"We're all unhappy and displeased with the position we're in, but I don't see any alternative."
fXbEW56zHiA_w,displeased
FYrSrNzUu_s_d,to tell someone to do something or to behave in a particular way
FYrSrNzUu_s_e1,We were all enjoined to be on our best behaviour.
FYrSrNzUu_s_w,enjoin
g0q93htmqBk_d,long or longer than usual
g0q93htmqBk_e1,They're going on an extended holiday to Australia.
g0q93htmqBk_e2,An extended kitchen and new balcony.
g0q93htmqBk_w,extended
G2uGKFEY6ZQ_d,done or shown publicly or in an obvious way and not secret
G2uGKFEY6ZQ_e1,He shows no overt signs of his unhappiness.
G2uGKFEY6ZQ_e2,There are no overt somethings damages.
G2uGKFEY6ZQ_e3,There was little overt support for the project.
G2uGKFEY6ZQ_e4,His opponent's intention is quite overt.
G2uGKFEY6ZQ_w,overt
G4uo3UzqvGc_d,"to keep someone or something safe from injury, damage, or loss"
G4uo3UzqvGc_e1,Surely the function of the law is to protect everyone's rights.
G4uo3UzqvGc_e2,clothing that protects you against the cold
G4uo3UzqvGc_e3,It's important to protect your skin from the harmful effects of the sun.
G4uo3UzqvGc_e4,Of course the company will act to protect its financial interests in the country if war begins.
G4uo3UzqvGc_w,protect
gAyLOpZm3zc_d,something on sale at a lower price than its true value.
gAyLOpZm3zc_e1,The sales had started and the bargain hunters (= people looking for things at a low price) were out in force.
gAyLOpZm3zc_e2,The fall in property prices means that there are a lot of bargains waiting to be snapped up.
gAyLOpZm3zc_e3,"Houses in this area used to be a real bargain, but they're not cheap any more."
gAyLOpZm3zc_e4,"We got tickets to the show at half-price, a real bargain."
gAyLOpZm3zc_w,bargain
gBFxE8tJu8Q_d,"a substance made from a combination of different substances, or any combination of different things"
gBFxE8tJu8Q_e1,Their latest CD is a mixture of new and old songs.
gBFxE8tJu8Q_w,mixture
GbSl8yhZDv8_d,"a social meeting planned before it happens, especially one between two people who have or might have a romantic relationship"
GbSl8yhZDv8_e1,He asked her out on a date.
GbSl8yhZDv8_w,date
gCckaUKv4WM_d,acceptable or right for someone or something
gCckaUKv4WM_e1,The film is not suitable for children.
gCckaUKv4WM_e2,He hasn't any suitable shoes for the wedding.
gCckaUKv4WM_e3,He was just not suitable for the job.
gCckaUKv4WM_e4,Cotton is suitable for wear in summer.
gCckaUKv4WM_w,suitable
gCeq77IenX4_d,taking action by causing change and not only reacting to change when it happens
gCeq77IenX4_e1,Companies are going to have to be more proactive   about environmental management.
gCeq77IenX4_e2,"Open and proactive, with good communication and presentation skills."
gCeq77IenX4_e3,I want our organization to be less reactive and more proactive.
gCeq77IenX4_e4,Create a proactive cultural awareness of risk issues at corporate and at  the individual level.
gCeq77IenX4_w,proactive
gdERGK7LQP8_d,perplexed and confused; very puzzled.
gdERGK7LQP8_e1,The child was bewildered by the noise and the crowds.
gdERGK7LQP8_e2,She was totally bewildered by his message.
gdERGK7LQP8_e3,Many people feel bewildered by the speed of technological innovation.
gdERGK7LQP8_e4,"Arriving in a strange city at night, I felt alone and bewildered."
gdERGK7LQP8_w,bewildered
-Gf2SGGyb4Y_d,Very great surprise
-Gf2SGGyb4Y_e1,"To the astonishment of her colleagues, she resigned."
-Gf2SGGyb4Y_w,astonishment
Gfl5msAbkjk_d,"to pay attention to something, especially advice or a warning"
Gfl5msAbkjk_e1,The airline has been criticized for failing to heed advice/warnings about lack of safety routines.
Gfl5msAbkjk_e2,They gave little heed to the rumours.
Gfl5msAbkjk_e3,They failed to heed the lessons of history.
Gfl5msAbkjk_e4,Take heed of your doctor's advice.
Gfl5msAbkjk_w,heed
gFlhA6DWhFA_d,in the correct way or at the correct time; as expected
gFlhA6DWhFA_e1,"He knew he had been wrong, and duly apologized."
gFlhA6DWhFA_w,duly
gglZG3bINHs_d,"holding tightly onto something, or keeping an opinion in a determined way"
gglZG3bINHs_e1,There has been tenacious local opposition to the new airport.
gglZG3bINHs_w,tenacious
gM7W5P_OrvQ_d,to (cause something or someone to) change in form or character
gM7W5P_OrvQ_e1,My kids are trying to convert me to country music.
gM7W5P_OrvQ_e2,Most of the families in the community converted recently.
gM7W5P_OrvQ_e3,Could we convert the small bedroom into a second bathroom?
gM7W5P_OrvQ_e4,He converted to (= started believing in) Catholicism when he got married.
gM7W5P_OrvQ_w,convert
g-MCCzbZUJ4_d,to laugh at someone or something in a silly and often unkind way
g-MCCzbZUJ4_e1,People were staring and snickering.
g-MCCzbZUJ4_e2,He wore his hair in a style that made his co-workers snicker.
g-MCCzbZUJ4_e3,Some people snickered at the very idea of her becoming a pilot.
g-MCCzbZUJ4_e4,I heard someone snicker.
g-MCCzbZUJ4_w,snicker
GrKIA99UGMI_d,not behaving in a way that is as calm and wise as people expect from someone of your age
GrKIA99UGMI_e1,"Stop being so silly and immature, Chris!"
GrKIA99UGMI_e2,politically immature
GrKIA99UGMI_e3,"He's a nice little boy, a bit immature, but very intelligent."
GrKIA99UGMI_e4,He forgave his son's immature behaviour.
GrKIA99UGMI_w,immature
GuQ6ZLzpMXk_d,a platform or compartment housed in a shaft for raising and lowering people or things to different levels; a lift.
GuQ6ZLzpMXk_e1,"""in the elevator she pressed the button for the lobby"""
GuQ6ZLzpMXk_w,elevator
-GwCYXp1DPY_d,people's abilities to communicate with each other and work well together
-GwCYXp1DPY_e1,We are focusing on soft skills such as team building and communications.
-GwCYXp1DPY_e2,"Students will benefit from training in IT skills, English language proficiency, and soft skills"
-GwCYXp1DPY_e3,Many educational institutions are now realising the value of soft skills
-GwCYXp1DPY_e4,It can even help get the hard and soft skills working together.
-GwCYXp1DPY_w,soft skills
h3gikil15a4_d,"the area of a town that surrounds someone's home, or the people who live in this area"
h3gikil15a4_e1,There were lots of kids in my neighborhood when I was growing up.
h3gikil15a4_w,neighborhood
H6a1QmSuToM_d,stupid or unreasonable and deserving to be laughed at
H6a1QmSuToM_e1,It's ridiculous to expect a two-year-old to be able to read!
H6a1QmSuToM_e2,I've never heard anything so ridiculous.
H6a1QmSuToM_e3,That's a ridiculous idea!
H6a1QmSuToM_e4,Does he wear those ridiculous clothes to draw attention?
H6a1QmSuToM_w,ridiculous
h8-4K-hPOW8_d,the act of talking about something with other people and telling them your ideas or opinions.
h8-4K-hPOW8_e1,They had discussions with Councillor on housing issues and living conditions.
h8-4K-hPOW8_w,discussion
H8GPCrTnXjM_d,to be happy to do something if it needed.
H8GPCrTnXjM_e1,"You said you needed a volunteer- well, I'm willing. "
H8GPCrTnXjM_e2,She shows a willingness to hard work.
H8GPCrTnXjM_w,willing
HaqqVsp2BuE_d,in fact or really
HaqqVsp2BuE_e1,I didn't actually see her - I just heard her voice.
HaqqVsp2BuE_w,actually
HbeLuowRM5Q_d,A story of someone's life written by another person
HbeLuowRM5Q_e1,He wrote a biography of MS Dhoni.
HbeLuowRM5Q_e2,Lincoln's biography is read by children all around the world.
HbeLuowRM5Q_e3,A good biography is interesting and instructive.
HbeLuowRM5Q_e4,She read the little biography next to his photo.
HbeLuowRM5Q_w,biography
hfy-JZGyIMQ_d,"very strange and unusual, unexpected, or not natural."
hfy-JZGyIMQ_e1,Her boyfriend's a bit weird but she's nice.
hfy-JZGyIMQ_e2,"She is a little weird in the way she dresses, I have to admit."
hfy-JZGyIMQ_e3,He says a lot of weird things.
hfy-JZGyIMQ_e4,I had a really weird dream last night.
hfy-JZGyIMQ_w,weird
HJEGTd-qang_d,having no money
HJEGTd-qang_e1,She fell in love with a penniless artist.
HJEGTd-qang_e2,A series of bad investments left him almost penniless.
HJEGTd-qang_e3,He found himself penniless in a strange city.
HJEGTd-qang_e4,Uncle Charlie was jobless and penniless.
HJEGTd-qang_w,penniless
hlBdcAdQnUU_d,to lie or sit enjoying the warmth especially of the sun
hlBdcAdQnUU_e1,"We could see seals on the rocks, basking in the sun."
hlBdcAdQnUU_e2,"On top of the wall, a cat basked happily in the sun."
hlBdcAdQnUU_e3,Marina basked in the crowd's admiration (= enjoyed it).
hlBdcAdQnUU_e4,Crocodiles bask on the small sandy beaches
hlBdcAdQnUU_w,bask
hQqPbzh4PVk_d,involving people opposing or disagreeing with each other
hQqPbzh4PVk_e1,Lawyers enjoy being adversarial.
hQqPbzh4PVk_w,adversarial
hQudNswgkKE_d,"A writer of a book, article, or document."
hQudNswgkKE_e1,Chetan Bhagat is famous Indian author.
hQudNswgkKE_w,author
H_ry9HoXblM_d,"to try to do something, especially something difficult"
H_ry9HoXblM_e1,He attempted to escape through a window.
H_ry9HoXblM_e2,"He attempted a joke, but no one laughed."
H_ry9HoXblM_e3,Don't attempt to do these tricks at home.
H_ry9HoXblM_e4,The pilot attempted a crash-landing on the beach.
H_ry9HoXblM_w,attempt
HStLfm7kKck_d,Extremely important or necessary
HStLfm7kKck_e1,Her work has been crucial to the project's success.
HStLfm7kKck_e2,Teachers are crucial to the success of the school.
HStLfm7kKck_e3,Salt is crucial in cooking.
HStLfm7kKck_e4,It's crucial that we arrive before 8 o'clock.
HStLfm7kKck_w,crucial
HtoVMp9gYOA_d,higher in rank or social position than others
HtoVMp9gYOA_e1,The soldier was reported to his superior officer for failing in his duties.
HtoVMp9gYOA_e2,I will pass your complaint on to my superiors.
HtoVMp9gYOA_e3,"When your superior officer gives you an order, you do it."
HtoVMp9gYOA_e4,Travel expenses must be authorized and approved by your superiors.
HtoVMp9gYOA_w,superior
HursY-R9rqE_d,"to make or become less severe, difficult, unpleasant, painful, etc."
HursY-R9rqE_e1,These pills should ease the pain.
HursY-R9rqE_e2,I can ease that tension.
HursY-R9rqE_e3,The look on his face made her want to hug him and ease his fear.
HursY-R9rqE_e4,Meditation should ease the suffering.
HursY-R9rqE_e5,Massage helps ease the pain.
HursY-R9rqE_w,ease
HYuXJFqNOtk_d,to give freedom or free movement to someone or something
HYuXJFqNOtk_e1,He was released from prison after serving two years of a five-year sentence with bail.
HYuXJFqNOtk_w,release
Hz_bFjlgUQw_d,Serious discussion of a subject in which many people take part
Hz_bFjlgUQw_e1,"In Parliament today, MPs debated the Finance Bill."
Hz_bFjlgUQw_w,debate
-hZpPIT6N4U_d,"to think carefully, especially about possibilities and opinions"
-hZpPIT6N4U_e1,She felt she needed time to reflect on what to do next.
-hZpPIT6N4U_w,reflect
I1dQ1sS8Lio_d,"the weaker of two competitors,  or anyone  not expected to win a competition"
I1dQ1sS8Lio_e1,He began the race for governor as the underdog.
I1dQ1sS8Lio_w,underdog - 2
I6_GW8TBU3E_d,a person who claims neither faith nor disbelief in the existence of God
I6_GW8TBU3E_e1,"When I started out my career, I was an agnostic."
I6_GW8TBU3E_w,agnostic
I96CIiP3WZc_d,something or someone that annoys you or causes trouble for you.
I96CIiP3WZc_e1,I've forgotten my umbrella - what a nuisance!
I96CIiP3WZc_e2,"It's a cursed nuisance, having to work late every evening!"
I96CIiP3WZc_e3,She's a terrible nuisance.
I96CIiP3WZc_e4,It's a nuisance filling out all these forms.
I96CIiP3WZc_e5,The rail strike is a bloody nuisance
I96CIiP3WZc_w,nuisance
IBOW-mmD4hg_d,"using few words, sometimes in a way that seems rude or unfriendly"
IBOW-mmD4hg_e1,"""Are you feeling any better?"" ""No!"" was the terse reply."
IBOW-mmD4hg_e2,The President issued a terse statement denying the charges.
IBOW-mmD4hg_e3,Her reply about the matter was terse.
IBOW-mmD4hg_e4,Ashley gave a terse silent laugh.
IBOW-mmD4hg_w,terse
ICg_JsFuHVs_d,to explain something or make something clear
ICg_JsFuHVs_e1,I don't understand. You'll have to elucidate.
ICg_JsFuHVs_e2,The reasons for the change in weather conditions have been elucidated by several scientists.
ICg_JsFuHVs_e3,I hope my book will elucidate the complex issues we face.
ICg_JsFuHVs_e4,Please elucidate the reasons for your decision.
ICg_JsFuHVs_w,elucidate
IcTCDlydAHk_d,"correctly, or in a satisfactory way"
IcTCDlydAHk_e1,It's still not working properly.
IcTCDlydAHk_e2,I'm not properly dressed for this kind of weather.
IcTCDlydAHk_e3,It takes about five minutes to iron a shirt properly.
IcTCDlydAHk_e4,"The doctors are doing all that they can, but she's still not breathing properly."
IcTCDlydAHk_w,properly
IfXpH2RFlP4_d,to (cause something to) break suddenly into very small pieces
IfXpH2RFlP4_e1,His leg was shattered in the accident.
IfXpH2RFlP4_e2,The glass shattered into pieces
IfXpH2RFlP4_e3,The earthquake shattered all the windows in the building.
IfXpH2RFlP4_e4,The vase fell to the floor and shattered.
IfXpH2RFlP4_w,shatter
iG66ukXl8o0_d,"to show great respect for someone or something, especially in public"
iG66ukXl8o0_e1,It is a great honour to be invited.
iG66ukXl8o0_e2,We are honoured (= proud and happy) to have you here tonight.
iG66ukXl8o0_e3,Great honour attaches to winning this award.
iG66ukXl8o0_e4,She has brought honour to her family.
iG66ukXl8o0_w,honour
IGjd6dWiXvE_d,a person responsible for controlling or administering an   organization or group of staff.
IGjd6dWiXvE_e1,She's very much a hands-on manager.
IGjd6dWiXvE_e2,2.I've spoken to the manager about it.
IGjd6dWiXvE_e3,3.He has filed his resignation with the manager.
IGjd6dWiXvE_e4,My wife is an excellent manager.
IGjd6dWiXvE_w,manager
igs1Z9qDB1k_d,"to help someone or something out of a dangerous, harmful, or unpleasant situation."
igs1Z9qDB1k_e1,The lifeboat rescued the sailors from the sinking boat.
igs1Z9qDB1k_e2,"They shouted for help, but nobody came to rescue them."
igs1Z9qDB1k_e3,Six people were rescued by helicopter from a fishing boat in distress off the Cornish coast.
igs1Z9qDB1k_e4,Firemen rescued a man trapped in the river
igs1Z9qDB1k_w,rescue
Ihhwph3nCnI_d,"a strong wish, especially one that is difficult or impossible to control"
Ihhwph3nCnI_e1,The urge to steal is very strong in some of these young men.
Ihhwph3nCnI_e2,I can never resist the urge to laugh.
Ihhwph3nCnI_e3,I had a sudden urge to slap him in the face.
Ihhwph3nCnI_e4,She felt an overwhelming urge to tell someone about what had happened.
Ihhwph3nCnI_w,urge
ii0pewO8jNI_d,"done secretly, without anyone seeing or knowing"
ii0pewO8jNI_e1,There was a lot of surreptitious advertising for the hidden cafe!
ii0pewO8jNI_e2,He made a surreptitious recording with a concealed hand-held machine.
ii0pewO8jNI_w,surreptitious
IK7897iu8Yw_d,to give a description of something or information about it to someone
IK7897iu8Yw_e1,The inquiry reports (= will officially make its results known) next week.
IK7897iu8Yw_e2,I want you to report (to me) on progress (= on what you have done) every Friday.
IK7897iu8Yw_e3,We called the police to report the theft.
IK7897iu8Yw_e4,He reported to his teacher.
IK7897iu8Yw_w,report
ilnQNJFBNao_d,"officially cancel (a decree, decision, or promise)."
ilnQNJFBNao_e1,Licenses can be revoked for up to five years.
ilnQNJFBNao_e2,A testator can revoke his will at any time during his life.
ilnQNJFBNao_e3,The university may revoke my diploma.
ilnQNJFBNao_e4,You cannot revoke privileges for a single member of the group.
ilnQNJFBNao_w,revoke
iLsdj7Jf6MQ_d,to lose the determination to oppose something; to accept defeat
iLsdj7Jf6MQ_e1,The town finally succumbed last week after being pounded with heavy artillery for more than two months.
iLsdj7Jf6MQ_w,succumb
iQh2Ly1TSpQ_d,to walk around slowly in a relaxed way or without any clear purpose or direction.
iQh2Ly1TSpQ_e1,We spent the morning wandering around the old part of the city.
iQh2Ly1TSpQ_w,wander
IsJNIZuIWrk_d,to represent or show something in a picture or story
IsJNIZuIWrk_e1,Her paintings depict the lives of ordinary people in the last century.
IsJNIZuIWrk_e2,People were shocked by the advertisement which depicted a woman beating her husband
IsJNIZuIWrk_e3,"Children's books often depict farmyard animals as gentle, lovable creatures."
IsJNIZuIWrk_e4,In the film she's depicted as a very cold and calculating character.
IsJNIZuIWrk_w,depict
iubciNlbhh8_d,"secured loans, debts, etc. involve an agreement for the lender to take particular assets from the borrower if the money is not paid back"
iubciNlbhh8_e1,The crates had not been properly secured to the truck.
iubciNlbhh8_w,secured
iZ48KAEeNMI_d,a strong feeling of wanting something
iZ48KAEeNMI_e1,I have a craving for chocolate.
iZ48KAEeNMI_e2,He had a craving to see the world.
iZ48KAEeNMI_e3,They are driven by a craving for personal glory.
iZ48KAEeNMI_e4,He finally surrendered to his craving for drugs.
iZ48KAEeNMI_w,craving
J1xPH6Rugio_d,to make use of something
J1xPH6Rugio_e1,Guests are encouraged to avail themselves of the full range of hotel facilities.
J1xPH6Rugio_e2,So what can Irish bands do to avail of the new possibilities?
J1xPH6Rugio_e3,"My dear students, I encourage you to avail yourself of the campus library as much as possible."
J1xPH6Rugio_e4,There are two ways to avail of cell phone service.
J1xPH6Rugio_w,avail of
j256zuxyfwI_d,To imagine or expect that something will happen
j256zuxyfwI_e1,We don't anticipate any trouble.
j256zuxyfwI_w,anticipate
j3cflScQLfo_d,relating to how good or bad something is
j3cflScQLfo_e1,Is there any qualitative difference between these two DVD players?
j3cflScQLfo_w,qualitative
j60L0ng_gGs_d,"having no doubt or knowing exactly that something is true, or known to be true, correct, exact, or effective"
j60L0ng_gGs_e1,The police seem certain (that) they will find the people responsible for the attack.
j60L0ng_gGs_e2,I'm absolutely certain I left my purse on the desk.
j60L0ng_gGs_e3,Make certain that we have enough drink for the party.
j60L0ng_gGs_e4,He's not certain whether to invest in the property market.
j60L0ng_gGs_w,certain
j8-wc_TJVAQ_d,"to order, limit, or rule something, or someone's actions or behavior."
j8-wc_TJVAQ_e1,1.She decided to take direct control of the project.
j8-wc_TJVAQ_e2,The government is trying to control spending.
j8-wc_TJVAQ_w,control
jE5xC_IBFVM_d,"nervous and worried, sometimes showing this through sudden movements or movements that do not appear smooth or relaxed."
jE5xC_IBFVM_e1,The president is getting twitchy about the fall in his popularity.
jE5xC_IBFVM_e2,"She felt twitchy about the man hovering in the background"""
jE5xC_IBFVM_e3,You'll feel something twitch the line when you get a fish.
jE5xC_IBFVM_e4,"That said, I did have a twitchy moment, watching this morning 's interview"
jE5xC_IBFVM_w,twitchy
JHTL19FXRDs_d,very shocked or surprised
JHTL19FXRDs_e1,They stood in stunned silence beside the bodies.
JHTL19FXRDs_e2,I am stunned and saddened by this news.
JHTL19FXRDs_e3,He looked completely stunned.
JHTL19FXRDs_e4,The impact of the ball had stunned her.
JHTL19FXRDs_w,stunned
jIpDX-xNPI4_d,the cell that is formed when a female reproductive cell and a male reproductive cell join
jIpDX-xNPI4_e1,That one zygote cell divided to produce the first true chicken.
jIpDX-xNPI4_w,zygote
jk1P2yRbrEA_d,not expected
jk1P2yRbrEA_e1,Her resignation was completely unexpected.
jk1P2yRbrEA_e2,How lovely to see you here - this really is an unexpected pleasure!
jk1P2yRbrEA_e3,The president made an unexpected announcement this morning.
jk1P2yRbrEA_e4,The research produced some rather unexpected results.
jk1P2yRbrEA_w,unexpected
jkNrqIsk3v0_d,"to order someone to come to or be present at a particular place, or to officially arrange a meeting of people"
jkNrqIsk3v0_e1,"On 20 July, the town council was summoned to hear an emergency report on its finances."
jkNrqIsk3v0_e2,She summoned us to admire her new greenhouse.
jkNrqIsk3v0_e3,We were summoned to the headmaster's office.
jkNrqIsk3v0_e4,"After her month's sick leave, she was summoned to see the company's welfare officer."
jkNrqIsk3v0_w,summon
JNhM-G9lIKQ_d,to make someone feel worried or angry
JNhM-G9lIKQ_e1,I didn't want to agitate her by telling her.
JNhM-G9lIKQ_w,agitate
jO3GFm_acBs_d,separated by a distance or by time.
jO3GFm_acBs_e1,Stand with your feet wide apart.
jO3GFm_acBs_e2,The two lines of children moved slowly apart.
jO3GFm_acBs_e3,"We both travel a lot, but when we're apart we keep in touch by phone."
jO3GFm_acBs_e4,Ray and sister Renee lived just 50km apart from each other.
jO3GFm_acBs_w,apart
Jq3XIYZKLPc_d,"the number 1,000,000"
Jq3XIYZKLPc_e1,The city has a population of almost a/one million.
Jq3XIYZKLPc_w,million
Jr3c4UUVf0I_d,"to end a speech, meeting, or piece of writing"
Jr3c4UUVf0I_e1,"It's a waste of time,' he concluded. "
Jr3c4UUVf0I_e2,The concert concluded with the National Anthem.
Jr3c4UUVf0I_e3,"Before I conclude, I'd like to thank you all for coming."
Jr3c4UUVf0I_e4,The sales convention will conclude as planned on Sunday.
Jr3c4UUVf0I_w,conclude
-jTNHftz4Pk_d,to express strong criticism or disapproval
-jTNHftz4Pk_e1,The governor could be pressured to resign by a vote of censure.
-jTNHftz4Pk_e2,You must not censure him until you know the whole story.
-jTNHftz4Pk_e3,He could face censure from his colleagues.
-jTNHftz4Pk_e4,His dishonest behaviour came under severe censure.
-jTNHftz4Pk_w,censure
JyqULf1GsxQ_d,"having or involving several parts, elements, or members "
JyqULf1GsxQ_e1,They usually give you a discount if you buy multiple copies.
JyqULf1GsxQ_w,multiple
jYVESnkt5pc_d,"the quality of being true, honest, or accurate"
jYVESnkt5pc_e1,Doubts were cast on the veracity of her alibi.
jYVESnkt5pc_e2,The chairman disallowed the veracity of his report.
jYVESnkt5pc_e3,I don't doubt the veracity of your report.
jYVESnkt5pc_e4,We have total confidence in the veracity of our research.
jYVESnkt5pc_w,veracity
kA8MCHBN9tE_d,without any doubts or feeling uncertain; total
kA8MCHBN9tE_e1,Critics expressed unreserved enthusiasm for the book.
kA8MCHBN9tE_w,unreserved - 1
KAAJ7HSglDA_d,very bad
KAAJ7HSglDA_e1,The food was abysmal.
KAAJ7HSglDA_w,abysmal
KH9awHgg9Uw_d,to try to learn a lot very quickly before an exam
KH9awHgg9Uw_e1,She's cramming for her history exam.
KH9awHgg9Uw_e2,He spent all night cramming for the test.
KH9awHgg9Uw_w,cram
KI9kybD4Jig_d,a situation in which two people or groups of people become friendly again after they have argued
KI9kybD4Jig_e1,The couple have separated but he wants a reconciliation.
KI9kybD4Jig_w,reconciliation
Kiokngu9sGI_d,fixed in place and impossible to move.
Kiokngu9sGI_e1,The rock weighed over a ton and was completely immovable.
Kiokngu9sGI_e2,Lock your bike to something immovable like a railing.
Kiokngu9sGI_e3,The president is immovable on this issue.
Kiokngu9sGI_e4,It is as immovable as the rocks in the mountains.
Kiokngu9sGI_w,immovable
KiOQbd1JaDg_d,"to choose, find, or recognize something or someone in a group"
KiOQbd1JaDg_e1,"From all the puppies, we picked out the smallest one to take home."
KiOQbd1JaDg_e2,Could you help me to pick out the yellow pieces?
KiOQbd1JaDg_e3,Let's pick out the bad potatoes from the basket.
KiOQbd1JaDg_w,pick out
kJA8CfMH3Kg_d,to show that something is very important or worth giving attention to
kJA8CfMH3Kg_e1,He emphasized that all the people taking part in the research were volunteers.
kJA8CfMH3Kg_e2,You can use italics or capitals to emphasize a word in a piece of writing.
kJA8CfMH3Kg_e3,I'd just like to emphasize how important it is for people to learn foreign languages.
kJA8CfMH3Kg_e4,He emphasized how important diet was to health.
kJA8CfMH3Kg_w,emphasize
KJrJbhqosag_d,"the reason for pain, worry, or a problem"
KJrJbhqosag_e1,What's the matter? Why are you crying?
KJrJbhqosag_e2,What's the matter with your hand? It's bleeding.
KJrJbhqosag_e3,"I don't know what the matter is with the car, but it won't start."
KJrJbhqosag_e4,You look upset - is anything the matter?
KJrJbhqosag_w,matter
KMBGtVdcDzE_d,A person who loves reading and keeping books.
KMBGtVdcDzE_e1,My sister  is a bibliophile .
KMBGtVdcDzE_e2,Jason is a bibliophile who reads at least four books every day.
KMBGtVdcDzE_e3,Ted loves everything about books. He is a real bibliophile.
KMBGtVdcDzE_e4,My father is a bibliophile who can easily spend hours in a bookstore.
KMBGtVdcDzE_w,bibliophile
KQpXEZpNF1s_d,completely or in total
KQpXEZpNF1s_e1,The train slowed down and then stopped altogether.
KQpXEZpNF1s_w,altogether
ksOfiEDqudU_d,able to use both hands equally well.
ksOfiEDqudU_e1,my friend is a ambidextrous writer.
ksOfiEDqudU_w,ambidextrous
ktRQjBfCn-U_d,"Meditation is the act of remaining in a silent and calm state for a period of time, so that you are more able to deal with the problems of everyday life."
ktRQjBfCn-U_e1,Many busy executives have begun to practice yoga and meditation
ktRQjBfCn-U_e2,She practices meditation
ktRQjBfCn-U_e3,Techniques of deep meditation help people under stress
ktRQjBfCn-U_e4,Learning meditation changed her life.
ktRQjBfCn-U_w,meditation
kxz4AA9lNmY_d,a person who stops other people from enjoying themselves
kxz4AA9lNmY_e1,"She did ask her dad if she could have a big party, but the old spoilsport refused."
kxz4AA9lNmY_e2,"Don't be a spoilsport, Richard. Come play with us."
kxz4AA9lNmY_e3,Accuse me of being a spoilsport and I will plead guilty.
kxz4AA9lNmY_e4,"I decline, and feel like a spoilsport."
kxz4AA9lNmY_w,spoilsport
l4B2uplSuiE_d,to fill something up again
l4B2uplSuiE_e1,Food stocks were replenished by imports from abroad.
l4B2uplSuiE_e2,Does your glass need replenishing?
l4B2uplSuiE_e3,We need to replenish our cookie supply.
l4B2uplSuiE_e4,Some firms are planning ahead to replenish retiring work forces.
l4B2uplSuiE_w,replenish
L86y2iRJHOU_d,"a group of countries, political parties, or people who have agreed to work together because of shared interests or aims"
L86y2iRJHOU_e1,Switzerland does not belong to any military alliance.
L86y2iRJHOU_w,alliance
LAPxQ3yABkc_d,"If a physical or emotional feeling ebbs, it becomes less strong or disappears"
LAPxQ3yABkc_e1,He could feel his strength ebbing (away).
LAPxQ3yABkc_w,ebb
_LbRJ0WIQOE_d,"more, extra, or additional; - far "
_LbRJ0WIQOE_e1,"If you have any further problems, let me know."
_LbRJ0WIQOE_e2,It cost me Rs. 500 a day and a further Rs. 600 for insurance.
_LbRJ0WIQOE_e3,We need to talk further about this.
_LbRJ0WIQOE_e4,Call your local library for further information.
_LbRJ0WIQOE_w,further
lcEDzDxpGvU_d,to help
